text,label,cleaned_text
i hope you keep handing out books of mormon to those you feel impressed to give them to,5,hope keep handing book mormon feel impressed give
i feel intimidated by your question,4,feel intimidated question
i feel like im rotten and empty inside,0,feel like im rotten empty inside
i am feeling shaky and tired i feel like i do when i go on a long run without eating and come home and just really wanting a banana or some gatorade,4,feeling shaky tired feel like go long run without eating come home really wanting banana gatorade
i feel stupid or overly awkward or less than them,0,feel stupid overly awkward less
i just feel so useless and utterly worthless,0,feel useless utterly worthless
i feel uncontrollably agitated and i have no idea why,4,feel uncontrollably agitated idea
i want to be able to have someone stop by on a whim and not have to feel ashamed of the and a half inches of dust on my shelves and tv stand,0,want able someone stop whim feel ashamed half inch dust shelf tv stand
i feel like were getting married again it was so romantic and fun,2,feel like getting married romantic fun
i kept thinking that if i had the right mindset if i put enough effort into pushing away the feelings then i would not be afraid,4,kept thinking right mindset put enough effort pushing away feeling would afraid
i feel as though satan doesnt want these one here so im going to be that much more determined to get this out,1,feel though satan doesnt want one im going much determined get
i have mixed feelings about this book but at least it looks significantly superior to the movie,1,mixed feeling book least look significantly superior movie
i feel i can do anything my beloved season calls me hyde count down seasons call a href http bookmark,1,feel anything beloved season call hyde count season call href http bookmark
i have a neutral feeling about two broke girls because while i like kat denningss deadpan delivery and a href http media,0,neutral feeling two broke girl like kat denningss deadpan delivery href http medium
i know all art animals are lame and i feel particularly violent about the crabs,3,know art animal lame feel particularly violent crab
